,Device ID,Memory
4346,5396,8GB
4347,5394,4GB
4348,5392,8GB
4349,5391,4GB
4350,5314,4GB
4351,5371,16GB
4352,5371,32GB
4353,5371,64GB
4354,5125,16GB
4355,5125,32GB
4356,5125,64GB
4357,5420,16GB
4358,5420,32GB
4359,5420,64GB
4360,5388,16GB
4361,5252,16GB
4362,5252,32GB
4363,5253,16GB
4364,5253,32GB
4365,5357,4GB
4366,5301,10MB
4367,5300,20MB
4368,5299,10MB
4369,5298,30MB
4370,5312,
4371,5362,
4372,5361,
4373,5280,4GB
4374,5279,4GB
4375,5271,4GB
4376,5271,8GB
4377,5263,4GB
4378,5221,8GB
4379,5213,8GB
4380,5163,8GB
4381,5162,8GB
4382,5059,
4383,5151,16GB
4384,5151,32GB
4385,5151,64GB
4386,5146,256MB
4387,5144,4GB
4388,5124,8GB
4389,5111,4GB
4390,5272,16GB
4391,5272,8GB
4392,5047,16GB
4393,5047,8GB
4394,5084,16GB
4395,5084,32GB
4396,5081,32GB
4397,5081,64GB
4398,5079,256MB
4399,5033,16GB
4400,5033,8GB
4401,5027,4GB
4402,5026,4GB
4403,5019,8GB
4404,5018,8GB
4405,4931,34MB
4406,5001,16GB
4407,4992,4GB
4408,4999,20MB
4409,4914,8GB
4410,4965,3GB
4411,4854,16GB
4412,4854,32GB
4413,4854,64GB
4414,5152,16GB
4415,4960,16GB
4416,4960,32GB
4417,4961,4GB
4418,4957,2GB
4419,4954,4GB
4420,4953,4GB
4421,4923,8GB
4422,4573,16GB
4423,4573,32GB
4424,4573,64GB
4425,4670,16GB
4426,4670,32GB
4427,4670,64GB
4428,4909,256MB
4429,4909,40MB
4430,4900,1.4GB
4431,4883,4GB
4432,5342,30MB
4433,5341,20MB
4434,5311,
4435,4919,
4436,4870,20MB
4437,4866,4GB
4438,4865,256MB
4439,4857,4GB
4440,5114,4GB
4441,4777,3GB
4442,4771,4GB
4443,4769,16GB
4444,4769,32GB
4445,4851,
4446,4753,36MB
4447,4754,1GB
4448,4752,16GB
4449,4750,4GB
4450,4750,8GB
4451,4745,8GB
4452,4804,16GB
4453,4804,32GB
4454,4803,16GB
4455,4799,16GB
4456,4799,32GB
4457,4238,16GB
4458,4238,32GB
4459,4238,64GB
4460,5343,
4461,4641,256MB
4462,4633,1632GB
4463,5461,4GB
4464,4612,3GB
4465,4566,8GB
4466,5592,16GB
4467,5592,8GB
4468,4669,16GB
4469,4669,32GB
4470,4669,8GB
4471,4567,16GB
4472,4567,32GB
4473,4564,4GB
4474,4660,16GB
4475,5340,4GB
4476,4559,4GB
4477,3883,4GB
4478,4548,
4479,4544,160MB
4480,4671,16GB
4481,4671,32GB
4482,4671,8GB
4483,4543,16GB
4484,4543,32GB
4485,4543,8GB
4486,4469,16GB
4487,4469,8GB
4488,4403,30MB
4489,4448,20MB
4490,4447,20MB
4491,4432,16GB
4492,4431,
4493,4420,3GB
4494,4419,16GB
4495,4419,32GB
4496,4406,32GB
4497,4415,4GB
4498,4414,
4499,4952,16GB
4500,4374,16GB
4501,4401,4GB
4502,4397,3GB
4503,4387,16GB
4504,4385,512MB
4505,4371,512MB
4506,4380,40MB
4507,4405,256MB
4508,4350,2GB
4509,4344,2GB
4510,5556,
4511,4337,
4512,4336,
4513,4158,16GB
4514,4158,32GB
4515,4159,8GB
4516,4303,16GB
4517,4217,20MB
4518,4277,1GB
4519,4271,38MB
4520,4218,28MB
4521,4301,32GB
4522,4219,16GB
4523,4327,16GB
4524,4262,4GB
4525,4284,125MB
4526,4071,8GB
4527,4239,260MB
4528,4270,952MB
4529,4667,16GB
4530,4667,32GB
4531,4208,16GB
4532,4208,32GB
4533,4200,8GB
4534,4198,16GB
4535,4096,80MB
4536,4668,16GB
4537,4668,32GB
4538,4668,64GB
4539,4136,16GB
4540,4136,32GB
4541,4136,64GB
4542,4135,16GB
4543,4135,32GB
4544,4130,16GB
4545,4130,32GB
4546,4468,16GB
4547,4129,16GB
4548,4129,32GB
4549,3956,16GB
4550,4126,4GB
4551,4054,150MB
4552,4127,150MB
4553,4376,16GB
4554,4124,16GB
4555,4125,16GB
4556,4125,32GB
4557,4114,2GB
4558,4115,
4559,4116,160MB
4560,4694,180MB
4561,4117,180MB
4562,4123,115MB
4563,3437,
4564,4191,108MB
4565,4100,100MB
4566,4091,150MB
4567,4059,16GB
4568,3967,8GB
4569,4269,
4570,4283,256MB
4571,4026,1GB
4572,4058,
4573,4039,100MB
4574,3991,
4575,3969,150MB
4576,3968,1GB
4577,4274,8MB
4578,4056,120MB
4579,4034,
4580,4093,50MB
4581,4055,
4582,3941,45MB
4583,3992,
4584,3940,20MB
4585,3939,
4586,3908,16GB
4587,3908,8GB
4588,3986,20MB
4589,3921,30MB
4590,3993,43MB
4591,4611,47MB
4592,3927,512MB
4593,3916,117MB
4594,3913,4GB
4595,3920,16GB
4596,3910,16GB
4597,3904,4MB
4598,3919,16GB
4599,3892,16GB
4600,3892,32GB
4601,3892,64GB
4602,4069,16GB
4603,4069,32GB
4604,3894,16GB
4605,3894,32GB
4606,3894,64GB
4607,3891,16GB
4608,3891,32GB
4609,3891,64GB
4610,3893,16GB
4611,3893,32GB
4612,3893,64GB
4613,3884,16GB
4614,3878,256MB
4615,3765,26MB
4616,3850,
4617,3621,16GB
4618,3621,32GB
4619,3844,50MB
4620,3845,50MB
4621,3838,816GB
4622,3831,1632GB
4623,3778,100MB
4624,3729,20MB
4625,4030,36MB
4626,3766,36MB
4627,3836,4MB
4628,3761,16GB
4629,3761,4GB
4630,4664,158MB
4631,3724,158MB
4632,3726,160MB
4633,3741,158MB
4634,3725,160MB
4635,3879,164MB
4636,3719,1GB
4637,3718,30MB
4638,3705,16GB
4639,3774,
4640,3733,2GB
4641,3620,16GB
4642,3736,16GB
4643,3634,60MB
4644,3767,90MB
4645,3668,50MB
4646,3625,16GB
4647,3617,256MB
4648,3616,256MB
4649,3665,
4650,3738,124MB
4651,3753,135MB
4652,3618,
4653,3615,2GB
4654,4396,54MB
4655,3588,54MB
4656,3586,
4657,3742,351KB
4658,3743,597KB
4659,3744,42MB
4660,3745,8MB
4661,3746,104MB
4662,3747,85MB
4663,3748,
4664,3749,
4665,3453,8GB
4666,3537,816GB
4667,3547,100MB
4668,3536,2GB
4669,3768,1.7GB
4670,3672,16GB
4671,3370,16GB
4672,3370,32GB
4673,3673,2GB
4674,3769,2GB
4675,3582,100MB
4676,3671,100MB
4677,3614,
4678,3487,16GB
4679,3752,100MB
4680,3750,
4681,3584,8GB
4682,3580,2GB
4683,3581,512MB
4684,3579,42MB
4685,3515,160MB
4686,3531,165MB
4687,3415,30MB
4688,4638,40MB
4689,4087,37MB
4690,3493,90MB
4691,3490,8GB
4692,3448,
4693,3368,40MB
4694,3482,64MB
4695,3492,2GB
4696,3416,16GB
4697,3467,512MB
4698,3336,50MB
4699,3335,70MB
4700,3334,50MB
4701,3333,42MB
4702,3408,16GB
4703,3401,200MB
4704,3402,220MB
4705,3433,24MB
4706,3433,64MB
4707,3450,
4708,3434,256MB
4709,3410,512MB
4710,3430,
4711,3429,
4712,3435,100MB
4713,3436,123MB
4714,3438,
4715,3928,50MB
4716,3399,100MB
4717,3400,100MB
4718,3371,170MB
4719,3432,512MB
4720,3395,512MB
4721,3362,270MB
4722,3355,70MB
4723,3346,30MB
4724,3319,
4725,3418,16GB
4726,3294,1GB
4727,3115,16GB
4728,3115,8GB
4729,3234,50MB
4730,3002,180MB
4731,3332,16MB
4732,3273,
4733,3272,79MB
4734,3047,50MB
4735,3243,83MB
4736,3232,80MB
4737,3231,190MB
4738,3146,390MB
4739,3150,16GB
4740,3151,45MB
4741,3091,50MB
4742,3152,40MB
4743,3148,13MB
4744,3149,40MB
4745,3117,200MB
4746,3074,110MB
4747,3085,44MB
4748,3194,
4749,3086,100MB
4750,3018,30MB
4751,3084,15MB
4752,3048,80MB
4753,3441,128MB
4754,3441,94MB
4755,3442,124MB
4756,7270,
4757,12534,128GB
4758,12534,256GB
4759,12263,256GB
4760,12263,512GB
4761,12264,128GB
4762,11838,128GB
4763,11838,256GB
4764,11521,256GB
4765,11521,512GB
4766,11522,128GB
4767,11174,512GB
4768,11064,64GB
4769,10712,256GB
4770,10712,512GB
4771,10851,128GB
4772,10851,256GB
4773,10698,128GB
4774,10698,256GB
4775,10707,512GB
4776,10396,128GB
4777,10396,256GB
4778,10096,256GB
4779,10095,128GB
4780,10095,64GB
4781,10091,64GB
4782,9840,128GB
4783,9543,128GB
4784,9543,64GB
4785,9591,64GB
4786,9353,64GB
4787,9592,32GB
4788,9268,32GB
4789,9268,64GB
4790,9232,64GB
4791,9166,64GB
4792,9081,64GB
4793,9082,64GB
4794,8985,32GB
4795,8985,64GB
4796,8986,32GB
4797,8987,32GB
4798,8922,16GB
4799,8922,32GB
4800,8804,64GB
4801,8840,32GB
4802,8610,32GB
4803,8619,16GB
4804,8599,32GB
4805,8599,64GB
4806,8593,64GB
4807,8595,32GB
4808,8595,64GB
4809,8596,32GB
4810,8292,32GB
4811,8313,32GB
4812,8313,64GB
4813,8113,16GB
4814,8102,16GB
4815,7949,32GB
4816,7949,64GB
4817,7948,32GB
4818,7948,64GB
4819,7957,16GB
4820,7950,16GB
4821,7538,32GB
4822,7536,32GB
4823,7537,32GB
4824,7534,32GB
4825,7535,32GB
4826,7465,16GB
4827,7464,16GB
4828,7466,16GB
4829,7463,16GB
4830,7296,32GB
4831,7257,32GB
4832,6878,32GB
4833,7228,16GB
4834,7227,16GB
4835,7100,16GB
4836,7100,8GB
4837,7068,16GB
4838,7068,8GB
4839,7238,32GB
4840,7069,32GB
4841,7059,8GB
4842,7060,8GB
4843,7031,8GB
4844,6882,8GB
4845,6663,4GB
4846,6634,4GB
4847,6633,16GB
4848,6632,16GB
4849,6632,32GB
4850,6796,32GB
4851,6539,16GB
4852,6539,32GB
4853,6582,8GB
4854,6538,16GB
4855,6489,8GB
4856,6488,8GB
4857,6456,16GB
4858,6408,8GB
4859,7691,4GB
4860,7719,
4861,6146,8GB
4862,6162,8GB
4863,6145,16GB
4864,6161,16GB
4865,6161,32GB
4866,6144,16GB
4867,5967,4GB
4868,5966,4GB
4869,5968,8GB
4870,5965,8GB
4871,5950,32GB
4872,5753,16GB
4873,5596,16GB
4874,5540,16GB
4875,5541,4GB
4876,5497,4GB
4877,5421,8GB
4878,5363,8GB
4879,5364,8GB
4880,5326,16GB
4881,5326,32GB
4882,5255,16GB
4883,5204,16GB
4884,5203,16GB
4885,5148,4GB
4886,5149,4GB
4887,5015,16GB
4888,4993,16GB
4889,4993,32GB
4890,4993,64GB
4891,4913,16GB
4892,4913,32GB
4893,4913,64GB
4894,4958,8GB
4895,4930,4GB
4896,4959,16GB
4897,4899,16GB
4898,4894,32GB
4899,4832,2.9GB
4900,4718,2.9GB
4901,4831,4GB
4902,4782,8GB
4903,4781,16GB
4904,4775,4GB
4905,4774,16GB
4906,4773,11GB
4907,4772,11GB
4908,4647,1GB
4909,4408,8GB
4910,4437,8GB
4911,4436,16GB
4912,4369,32GB
4913,4798,13.2GB
4914,4412,16GB
4915,4648,
4916,4139,
4917,4138,
4918,4137,
4919,4734,
4920,7022,
4921,6958,
4922,6957,
4923,6384,
4924,5336,
4925,12749,256GB
4926,12749,512GB
4927,12750,128GB
4928,12750,256GB
4929,12572,256GB
4930,12572,512GB
4931,12581,128GB
4932,12581,256GB
4933,12581,512GB
4934,12776,128GB
4935,12776,256GB
4936,12717,256GB
4937,12717,512GB
4938,12723,256GB
4939,12723,512GB
4940,12779,256GB
4941,12779,512GB
4942,12737,128GB
4943,12737,256GB
4944,12735,128GB
4945,12726,128GB
4946,12726,256GB
4947,12714,1TB
4948,12714,256GB
4949,12714,512GB
4950,12715,1TB
4951,12715,256GB
4952,12715,512GB
4953,12716,1TB
4954,12716,256GB
4955,12716,512GB
4956,12711,
4957,12697,256GB
4958,12689,128GB
4959,12689,256GB
4960,12684,128GB
4961,12684,256GB
4962,12643,
4963,12626,
4964,12388,1TB
4965,12388,256GB
4966,12388,512GB
4967,12389,256GB
4968,12587,32GB
4969,12582,128GB
4970,12582,256GB
4971,12466,128GB
4972,12466,256GB
4973,12470,1TB
4974,12470,256GB
4975,12470,512GB
4976,12468,
4977,12463,1TB
4978,12463,256GB
4979,12463,512GB
4980,12452,128GB
4981,12452,256GB
4982,12452,64GB
4983,12449,
4984,12446,128GB
4985,12446,256GB
4986,12392,128GB
4987,12392,256GB
4988,12245,256GB
4989,12328,128GB
4990,12328,256GB
4991,12298,128GB
4992,12298,256GB
4993,12298,512GB
4994,12134,1TB
4995,12134,256GB
4996,12134,512GB
4997,12257,256GB
4998,12257,512GB
4999,12258,256GB
5000,12236,1TB
5001,12236,256GB
5002,12236,512GB
5003,12238,128GB
5004,12238,256GB
5005,12238,512GB
5006,12237,128GB
5007,12237,256GB
5008,12215,128GB
5009,12215,64GB
5010,12218,128GB
5011,12218,256GB
5012,12218,64GB
5013,12209,128GB
5014,12209,256GB
5015,12181,1TB
5016,12181,256GB
5017,12181,512GB
5018,12197,128GB
5019,12197,32GB
5020,12197,64GB
5021,12124,32GB
5022,12124,64GB
5023,12188,128GB
5024,12188,256GB
5025,12188,64GB
5026,11962,
5027,12013,
5028,12072,128GB
5029,12072,256GB
5030,12126,128GB
5031,12126,64GB
5032,12094,128GB
5033,12094,256GB
5034,12092,128GB
5035,12092,256GB
5036,12063,128GB
5037,12063,256GB
5038,12053,32GB
5039,12045,128GB
5040,12045,256GB
5041,12046,
5042,12047,128GB
5043,12047,256GB
5044,12047,512GB
5045,11975,
5046,12048,
5047,12023,
5048,12051,128GB
5049,12051,32GB
5050,12051,64GB
5051,11953,256GB
5052,11954,256GB
5053,11955,128GB
5054,11955,256GB
5055,11956,128GB
5056,11956,256GB
5057,11887,128GB
5058,11887,256GB
5059,11888,128GB
5060,11888,256GB
5061,11911,128GB
5062,11911,64GB
5063,11904,128GB
5064,11909,32GB
5065,11906,128GB
5066,11906,256GB
5067,11855,128GB
5068,11855,64GB
5069,11834,128GB
5070,11834,64GB
5071,11848,32GB
5072,11832,128GB
5073,11832,256GB
5074,11832,64GB
5075,11850,128GB
5076,11850,64GB
5077,11869,128GB
5078,11869,64GB
5079,11819,128GB
5080,11819,64GB
5081,11762,128GB
5082,11762,64GB
5083,11760,
5084,11580,128GB
5085,11580,256GB
5086,11580,512GB
5087,11758,
5088,11759,128GB
5089,11759,256GB
5090,11759,512GB
5091,11653,128GB
5092,11653,256GB
5093,11472,128GB
5094,11472,256GB
5095,11614,256GB
5096,11614,512GB
5097,11651,
5098,11645,
5099,11652,128GB
5100,11652,256GB
5101,11627,128GB
5102,11627,256GB
5103,11626,128GB
5104,11626,256GB
5105,11468,32GB
5106,11468,64GB
5107,11549,128GB
5108,11549,256GB
5109,11549,512GB
5110,11550,128GB
5111,11550,256GB
5112,11550,512GB
5113,11551,128GB
5114,11519,128GB
5115,11519,64GB
5116,11427,128GB
5117,11427,64GB
5118,11479,128GB
5119,11479,256GB
5120,11495,
5121,11487,128GB
5122,11487,256GB
5123,11486,128GB
5124,11453,128GB
5125,11453,256GB
5126,11453,512GB
5127,11454,128GB
5128,11454,256GB
5129,11455,256GB
5130,11449,128GB
5131,11449,32GB
5132,11449,64GB
5133,11419,128GB
5134,11419,64GB
5135,11425,128GB
5136,11425,64GB
5137,11180,128GB
5138,11180,256GB
5139,11372,128GB
5140,11372,256GB
5141,11372,512GB
5142,11430,128GB
5143,11430,256GB
5144,11430,512GB
5145,11431,128GB
5146,11431,256GB
5147,11287,128GB
5148,11287,256GB
5149,11285,128GB
5150,11285,256GB
5151,11292,128GB
5152,11292,256GB
5153,11422,
5154,11424,128GB
5155,11424,64GB
5156,11418,128GB
5157,11418,64GB
5158,11412,128GB
5159,11412,256GB
5160,11412,64GB
5161,11395,128GB
5162,11395,256GB
5163,11396,128GB
5164,11371,128GB
5165,11371,256GB
5166,11371,64GB
5167,11388,128GB
5168,11388,256GB
5169,11388,64GB
5170,11362,128GB
5171,11362,256GB
5172,11357,128GB
5173,11357,64GB
5174,11333,128GB
5175,11333,64GB
5176,11334,128GB
5177,11334,64GB
5178,11335,128GB
5179,11335,64GB
5180,11336,128GB
5181,11336,64GB
5182,11186,128GB
5183,11186,256GB
5184,11185,128GB
5185,11185,256GB
5186,11293,
5187,11217,128GB
5188,11217,64GB
5189,11241,128GB
5190,11193,128GB
5191,11193,256GB
5192,11193,64GB
5193,11159,128GB
5194,11159,256GB
5195,11181,128GB
5196,11181,256GB
5197,11187,
5198,11182,
5199,11152,256GB
5200,11152,512GB
5201,11153,128GB
5202,11153,256GB
5203,11137,128GB
5204,11137,64GB
5205,11119,128GB
5206,11119,256GB
5207,11126,
5208,11129,128GB
5209,11129,64GB
5210,11128,32GB
5211,11134,32GB
5212,11134,64GB
5213,11127,128GB
5214,11127,64GB
5215,11100,128GB
5216,11100,256GB
5217,11099,128GB
5218,11099,256GB
5219,11101,128GB
5220,11101,256GB
5221,11079,128GB
5222,11079,64GB
5223,11060,128GB
5224,11060,64GB
5225,11043,128GB
5226,11043,256GB
5227,11042,128GB
5228,11042,256GB
5229,11040,128GB
5230,11040,256GB
5231,11040,512GB
5232,10949,128GB
5233,10949,256GB
5234,10886,128GB
5235,10886,256GB
5236,11008,128GB
5237,11008,64GB
5238,10977,
5239,10930,128GB
5240,10930,256GB
5241,10919,128GB
5242,10919,64GB
5243,10857,128GB
5244,10857,64GB
5245,10880,128GB
5246,10880,256GB
5247,10776,128GB
5248,10776,256GB
5249,10775,128GB
5250,10867,64GB
5251,10817,
5252,10737,256GB
5253,10737,512GB
5254,10816,128GB
5255,10816,256GB
5256,10777,128GB
5257,10777,256GB
5258,10815,128GB
5259,10815,256GB
5260,10815,64GB
5261,10665,128GB
5262,10665,64GB
5263,10805,128GB
5264,10805,256GB
5265,10805,512GB
5266,10714,128GB
5267,10714,256GB
5268,10802,128GB
5269,10802,256GB
5270,10758,128GB
5271,10758,256GB
5272,10780,128GB
5273,10780,256GB
5274,10662,128GB
5275,10662,256GB
5276,10662,64GB
5277,10768,128GB
5278,10768,256GB
5279,10768,64GB
5280,10769,128GB
5281,10769,64GB
5282,10247,128GB
5283,10247,64GB
5284,10770,128GB
5285,10770,64GB
5286,10771,128GB
5287,10771,64GB
5288,10752,256GB
5289,10727,128GB
5290,10727,256GB
5291,10728,128GB
5292,10728,256GB
5293,10661,128GB
5294,10661,64GB
5295,10670,128GB
5296,10670,64GB
5297,10615,128GB
5298,10656,
5299,10616,128GB
5300,10616,64GB
5301,10633,
5302,10582,128GB
5303,10582,256GB
5304,10581,128GB
5305,10581,256GB
5306,10581,64GB
5307,10609,128GB
5308,10609,256GB
5309,10610,
5310,10599,128GB
5311,10599,64GB
5312,10517,128GB
5313,10517,256GB
5314,10541,
5315,10482,32GB
5316,10482,64GB
5317,10437,128GB
5318,10437,256GB
5319,10473,128GB
5320,10480,128GB
5321,10480,64GB
5322,10481,
5323,10305,
5324,10591,32GB
5325,10399,128GB
5326,10399,64GB
5327,10434,128GB
5328,10434,64GB
5329,10461,128GB
5330,10461,64GB
5331,10415,128GB
5332,10415,64GB
5333,10398,128GB
5334,10398,64GB
5335,10361,128GB
5336,10361,256GB
5337,10361,512GB
5338,10349,128GB
5339,10349,256GB
5340,10349,512GB
5341,10353,128GB
5342,10353,64GB
5343,10350,128GB
5344,10350,256GB
5345,10318,128GB
5346,10318,64GB
5347,10279,128GB
5348,10279,32GB
5349,10279,64GB
5350,10277,128GB
5351,10277,32GB
5352,10277,64GB
5353,10278,128GB
5354,10278,32GB
5355,10278,64GB
5356,10233,128GB
5357,10233,32GB
5358,10233,64GB
5359,10267,128GB
5360,10267,256GB
5361,10266,128GB
5362,10266,256GB
5363,10266,64GB
5364,10202,128GB
5365,10200,128GB
5366,10200,256GB
5367,10220,128GB
5368,10220,256GB
5369,10235,128GB
5370,10217,128GB
5371,10217,64GB
5372,10192,128GB
5373,10192,64GB
5374,10183,128GB
5375,10183,64GB
5376,10207,128GB
5377,10207,256GB
5378,10207,64GB
5379,10159,128GB
5380,10159,256GB
5381,10159,64GB
5382,10150,128GB
5383,10150,256GB
5384,10150,512GB
5385,10140,128GB
5386,10140,256GB
5387,10147,128GB
5388,10147,64GB
5389,10126,128GB
5390,10126,64GB
5391,10120,128GB
5392,10120,64GB
5393,10109,256GB
5394,10109,512GB
5395,10110,128GB
5396,10110,256GB
5397,10055,256GB
5398,10055,512GB
5399,10082,128GB
5400,10082,256GB
5401,10169,32GB
5402,10078,32GB
5403,10078,64GB
5404,10050,128GB
5405,10050,256GB
5406,10050,64GB
5407,9991,128GB
5408,9991,256GB
5409,9991,64GB
5410,9979,128GB
5411,9979,256GB
5412,9979,64GB
5413,9946,128GB
5414,9946,32GB
5415,9946,64GB
5416,9945,256GB
5417,9936,128GB
5418,9936,256GB
5419,9935,128GB
5420,9935,256GB
5421,10014,
5422,9941,8GB
5423,9800,32GB
5424,9800,64GB
5425,9897,32GB
5426,9897,64GB
5427,9893,512GB
5428,9892,128GB
5429,9892,256GB
5430,9892,512GB
5431,9891,128GB
5432,9891,256GB
5433,9891,512GB
5434,9884,128GB
5435,9884,512GB
5436,9862,128GB
5437,9862,64GB
5438,9812,128GB
5439,9812,256GB
5440,9812,64GB
5441,9779,128GB
5442,9779,256GB
5443,9769,128GB
5444,9769,64GB
5445,9716,16GB
5446,9716,32GB
5447,9759,128GB
5448,9759,64GB
5449,9749,128GB
5450,9749,256GB
5451,9749,64GB
5452,9814,128GB
5453,9814,32GB
5454,9814,64GB
5455,9791,128GB
5456,9791,256GB
5457,9791,64GB
5458,9738,128GB
5459,9738,64GB
5460,9720,128GB
5461,9720,256GB
5462,9720,64GB
5463,9708,128GB
5464,9708,256GB
5465,9708,64GB
5466,9707,32GB
5467,9707,64GB
5468,9674,32GB
5469,9674,64GB
5470,9639,128GB
5471,9639,256GB
5472,9498,16GB
5473,9498,32GB
5474,9498,64GB
5475,9521,128GB
5476,9521,64GB
5477,9602,128GB
5478,9602,64GB
5479,9584,256GB
5480,9583,128GB
5481,9583,64GB
5482,9507,128GB
5483,9507,256GB
5484,9507,64GB
5485,9534,16GB
5486,9534,8GB
5487,9513,128GB
5488,9513,32GB
5489,9513,64GB
5490,9499,128GB
5491,9499,64GB
5492,9382,128GB
5493,9382,256GB
5494,9378,128GB
5495,9378,256GB
5496,9333,32GB
5497,9333,64GB
5498,9336,128GB
5499,9329,128GB
5500,9329,64GB
5501,9293,128GB
5502,9293,256GB
5503,9293,64GB
5504,9140,128GB
5505,9140,32GB
5506,9140,64GB
5507,9247,32GB
5508,9247,64GB
5509,8963,128GB
5510,8963,64GB
5511,9295,128GB
5512,9295,64GB
5513,9249,32GB
5514,9249,64GB
5515,9237,32GB
5516,9237,64GB
5517,9217,16GB
5518,9217,32GB
5519,9218,128GB
5520,9065,128GB
5521,9065,256GB
5522,9065,64GB
5523,9219,128GB
5524,9219,64GB
5525,9185,32GB
5526,9185,64GB
5527,9067,128GB
5528,9067,256GB
5529,9067,64GB
5530,9120,32GB
5531,9120,64GB
5532,8893,64GB
5533,9164,128GB
5534,9164,64GB
5535,8959,32GB
5536,8959,64GB
5537,8768,16GB
5538,8768,32GB
5539,8768,64GB
5540,8898,16GB
5541,8898,32GB
5542,8753,32GB
5543,8753,64GB
5544,8818,16GB
5545,8707,128GB
5546,8707,64GB
5547,8529,128GB
5548,8529,256GB
5549,8529,64GB
5550,8776,32GB
5551,8776,64GB
5552,8582,128GB
5553,8582,32GB
5554,8582,64GB
5555,8608,16GB
5556,8608,32GB
5557,8608,64GB
5558,8507,128GB
5559,8507,64GB
5560,8477,64GB
5561,8439,64GB
5562,8580,16GB
5563,8580,32GB
5564,8580,64GB
5565,8531,32GB
5566,8531,64GB
5567,8420,16GB
5568,8420,32GB
5569,8419,16GB
5570,8263,32GB
5571,8400,128GB
5572,8400,256GB
5573,8014,128GB
5574,8014,64GB
5575,8350,128GB
5576,8350,64GB
5577,7260,128GB
5578,7260,64GB
5579,8291,16GB
5580,8291,64GB
5581,8233,128GB
5582,8233,32GB
5583,8233,64GB
5584,8212,32GB
5585,8250,32GB
5586,8150,16GB
5587,8150,32GB
5588,8007,32GB
5589,8057,128GB
5590,8057,16GB
5591,8057,32GB
5592,8057,64GB
5593,6948,128GB
5594,6948,32GB
5595,6948,64GB
5596,7962,64GB
5597,7863,16GB
5598,7863,32GB
5599,7862,16GB
5600,7862,32GB
5601,7822,16GB
5602,7770,16GB
5603,7770,64GB
5604,7769,16GB
5605,7769,32GB
5606,7512,16GB
5607,7512,32GB
5608,6992,16GB
5609,6992,32GB
5610,7710,16GB
5611,7480,16GB
5612,7211,16GB
5613,7211,32GB
5614,6952,64GB
5615,6944,16GB
5616,6944,64GB
5617,7159,8GB
5618,6884,16GB
5619,6884,8GB
5620,6866,16GB
5621,6561,8GB
5622,6518,16GB
5623,6518,64GB
5624,6365,16GB
5625,6365,64GB
5626,6217,8GB
5627,5678,16GB
5628,5678,64GB
5629,6373,8GB
5630,5609,4GB
5631,5646,16GB
5632,5397,16GB
5633,5397,32GB
5634,4928,16GB
5635,4928,32GB
5636,4929,4GB
5637,10916,128GB
5638,10916,64GB
5639,12751,1TB
5640,12751,256GB
5641,12751,512GB
5642,12708,1TB
5643,12708,256GB
5644,12708,512GB
5645,12709,256GB
5646,12709,512GB
5647,12712,128GB
5648,12712,256GB
5649,12692,256GB
5650,12613,256GB
5651,12615,
5652,12769,128GB
5653,12769,64GB
5654,12612,128GB
5655,12611,128GB
5656,12435,256GB
5657,12428,1TB
5658,12428,256GB
5659,12402,256GB
5660,12402,512GB
5661,12399,1TB
5662,12399,256GB
5663,12399,512GB
5664,12398,128GB
5665,12398,256GB
5666,12398,512GB
5667,12455,128GB
5668,12341,256GB
5669,12228,256GB
5670,12228,512GB
5671,12229,256GB
5672,12229,512GB
5673,12157,1TB
5674,12157,256GB
5675,12157,512GB
5676,12152,
5677,12104,
5678,12096,128GB
5679,12042,1TB
5680,12042,256GB
5681,12042,512GB
5682,12015,128GB
5683,12015,256GB
5684,12015,512GB
5685,12031,
5686,12018,
5687,12006,256GB
5688,12005,1TB
5689,12005,512GB
5690,11944,128GB
5691,11917,128GB
5692,11901,128GB
5693,11901,256GB
5694,11698,128GB
5695,11698,1TB
5696,11698,256GB
5697,11698,512GB
5698,11649,1TB
5699,11649,256GB
5700,11649,512GB
5701,11664,128GB
5702,11664,256GB
5703,11664,512GB
5704,11660,128GB
5705,11958,128GB
5706,11958,64GB
5707,11612,128GB
5708,11612,64GB
5709,11927,32GB
5710,11611,32GB
5711,11611,64GB
5712,11516,128GB
5713,11516,256GB
5714,11516,512GB
5715,11510,128GB
5716,11510,1TB
5717,11510,256GB
5718,11510,512GB
5719,11379,128GB
5720,11379,1TB
5721,11379,256GB
5722,11379,512GB
5723,11579,128GB
5724,11364,128GB
5725,11364,1TB
5726,11364,256GB
5727,11364,512GB
5728,11363,128GB
5729,11363,256GB
5730,11363,512GB
5731,11702,16GB
5732,11700,32GB
5733,11243,256GB
5734,11721,32GB
5735,11240,64GB
5736,11237,32GB
5737,11238,32GB
5738,11946,32GB
5739,11239,32GB
5740,11239,64GB
5741,11203,32GB
5742,11083,128GB
5743,11083,256GB
5744,11083,512GB
5745,11082,128GB
5746,11082,256GB
5747,11020,128GB
5748,11020,256GB
5749,11018,128GB
5750,11009,128GB
5751,10929,128GB
5752,10929,256GB
5753,10914,256GB
5754,10914,512GB
5755,10885,64GB
5756,10837,128GB
5757,10837,1TB
5758,10837,256GB
5759,10858,128GB
5760,10858,256GB
5761,10798,256GB
5762,10820,128GB
5763,10820,256GB
5764,10821,128GB
5765,10772,128GB
5766,10772,256GB
5767,10772,512GB
5768,10773,128GB
