,Device ID,Body Dims(mm),Body Hight(mm),Body Width(mm),Body Depth(mm),Body Dims(inch),Body Hight(inch),Body Width(inch),Body Depth(inch),Body Weight(g),Body Weight(oz)
2141,5736,150.2 x 76.9 x 9.4,150.2,76.9,9.4,5.91 x 3.03 x 0.37,5.91,3.03,0.37,161.0,5.68
2142,5750,102 x 61 x 12,102.0,61.0,12.0,4.02 x 2.40 x 0.47,4.02,2.4,0.47,110.0,3.88
2143,5723,,,,,,,,,,
2144,5673,216.8 x 126.5 x 8.3,216.8,126.5,8.3,8.54 x 4.98 x 0.33,8.54,4.98,0.33,338.0,11.92
2145,5543,138.5 x 70.9 x 8.9,138.5,70.9,8.9,5.45 x 2.79 x 0.35,5.45,2.79,0.35,143.0,5.04
2146,5650,128.4 x 66.5 x 9,128.4,66.5,9.0,5.06 x 2.62 x 0.35,5.06,2.62,0.35,120.0,4.23
2147,5649,111 x 52.3 x 15.8,111.0,52.3,15.8,4.37 x 2.06 x 0.62,4.37,2.06,0.62,169.8,5.96
2148,5602,136.9 x 68.9 x 9.4,136.9,68.9,9.4,5.39 x 2.71 x 0.37,5.39,2.71,0.37,141.2,4.97
2149,5488,112.8 x 64.7 x 11.9,112.8,64.7,11.9,4.44 x 2.55 x 0.47,4.44,2.55,0.47,125.0,4.41
2150,5487,112.5 x 64.7 x 11.9,112.5,64.7,11.9,4.43 x 2.55 x 0.47,4.43,2.55,0.47,125.0,4.41
2151,5554,102.6 x 61.5 x 11.9,102.6,61.5,11.9,4.04 x 2.42 x 0.47,4.04,2.42,0.47,110.0,3.88
2152,5509,116.1 x 62 x 10.1,116.1,62.0,10.1,4.57 x 2.44 x 0.40,4.57,2.44,0.4,113.4,3.99
2153,5390,122.5 x 62.8 x 9.8,122.5,62.8,9.8,4.82 x 2.47 x 0.39,4.82,2.47,0.39,129.0,4.55
2154,5315,131.7 x 68.2 x 9.6,131.7,68.2,9.6,5.19 x 2.69 x 0.38,5.19,2.69,0.38,133.2,4.69
2155,5722,128 x 65.9 x 10.2,128.0,65.9,10.2,5.04 x 2.59 x 0.40,5.04,2.59,0.4,126.0,4.44
2156,5316,126 x 64.5 x 9.3,126.0,64.5,9.3,4.96 x 2.54 x 0.37,4.96,2.54,0.37,131.0,4.62
2157,5254,150.2 x 76.1 x 9.4,150.2,76.1,9.4,5.91 x 3.00 x 0.37,5.91,3.0,0.37,172.0,6.07
2158,5372,122.2 x 66.6 x 9.7,122.2,66.6,9.7,4.81 x 2.62 x 0.38,4.81,2.62,0.38,115.5,4.06
2159,5275,121.5 x 66.6 x 9.7,121.5,66.6,9.7,4.78 x 2.62 x 0.38,4.78,2.62,0.38,118.0,4.16
2160,5373,118.4 x 62.2 x 9.2,118.4,62.2,9.2,4.66 x 2.45 x 0.36,4.66,2.45,0.36,100.0,3.53
2161,5293,117.5 x 62.2 x 9.2,117.5,62.2,9.2,4.63 x 2.45 x 0.36,4.63,2.45,0.36,103.3,3.63
2162,5389,102.9 x 61.3 x 11.9,102.9,61.3,11.9,4.05 x 2.41 x 0.47,4.05,2.41,0.47,110.0,3.88
2163,5292,102.6 x 61.1 x 11.9,102.6,61.1,11.9,4.04 x 2.41 x 0.47,4.04,2.41,0.47,107.0,3.77
2164,5608,102.9 x 59.2 x 12.2,102.9,59.2,12.2,4.05 x 2.33 x 0.48,4.05,2.33,0.48,105.0,3.7
2165,5048,133.9 x 68.7 x 9.1,133.9,68.7,9.1,5.27 x 2.70 x 0.36,5.27,2.7,0.36,139.0,4.9
2166,6448,114.4 x 51.8 x 13.2,114.4,51.8,13.2,4.50 x 2.04 x 0.52,4.5,2.04,0.52,92.0,3.25
2167,6449,114.4 x 51.6 x 13,114.4,51.6,13.0,4.50 x 2.03 x 0.51,4.5,2.03,0.51,97.0,3.42
2168,5964,110 x 70 x 10,110.0,70.0,10.0,4.33 x 2.76 x 0.39,4.33,2.76,0.39,101.0,3.56
2169,5089,108.9 x 59.6 x 12.1,108.9,59.6,12.1,4.29 x 2.35 x 0.48,4.29,2.35,0.48,98.2,3.46
2170,5078,134.9 x 68.3 x 9.1,134.9,68.3,9.1,5.31 x 2.69 x 0.36,5.31,2.69,0.36,148.0,5.22
2171,5032,117.9 x 65 x 12.2,117.9,65.0,12.2,4.64 x 2.56 x 0.48,4.64,2.56,0.48,167.8,5.89
2172,5025,127.8 x 68.8 x 9.1,127.8,68.8,9.1,5.03 x 2.71 x 0.36,5.03,2.71,0.36,119.1,4.2
2173,5325,132.2 x 85.6 x 9.4,132.2,85.6,9.4,5.20 x 3.37 x 0.37,5.2,3.37,0.37,159.0,5.61
2174,4950,132.2 x 85.6 x 9.4,132.2,85.6,9.4,5.20 x 3.37 x 0.37,5.2,3.37,0.37,159.0,5.61
2175,5062,130.8 x 71.6 x 8.4,130.8,71.6,8.4,5.15 x 2.82 x 0.33,5.15,2.82,0.33,147.1,5.19
2176,4751,131.9 x 68.9 x 8.5,131.9,68.9,8.5,5.19 x 2.71 x 0.33,5.19,2.71,0.33,144.9,5.08
2177,4941,131.9 x 68.9 x 8.5,131.9,68.9,8.5,5.19 x 2.71 x 0.33,5.19,2.71,0.33,145.0,5.11
2178,5005,139.7 x 90.4 x 8.4,139.7,90.4,8.4,5.5 x 3.56 x 0.33,5.5,3.56,0.33,168.1,5.93
2179,4982,125 x 67 x 9,125.0,67.0,9.0,4.92 x 2.64 x 0.35,4.92,2.64,0.35,120.0,4.23
2180,4981,126 x 65 x 9,126.0,65.0,9.0,4.96 x 2.56 x 0.35,4.96,2.56,0.35,128.0,4.52
2181,4964,118.3 x 66.5 x 9.5,118.3,66.5,9.5,4.66 x 2.62 x 0.37,4.66,2.62,0.37,120.0,4.23
2182,4955,131.9 x 68.2 x 9.1,131.9,68.2,9.1,5.19 x 2.69 x 0.36,5.19,2.69,0.36,125.0,4.41
2183,4948,111 x 61 x 11.7,111.0,61.0,11.7,4.37 x 2.40 x 0.46,4.37,2.4,0.46,132.0,4.66
2184,4932,139.6 x 90.4 x 8.5,139.6,90.4,8.5,5.50 x 3.56 x 0.33,5.5,3.56,0.33,168.0,5.93
2185,4835,102.6 x 61.6 x 11.9,102.6,61.6,11.9,4.04 x 2.43 x 0.47,4.04,2.43,0.47,119.0,4.2
2186,4833,109.4 x 59.8 x 12.5,109.4,59.8,12.5,4.31 x 2.35 x 0.49,4.31,2.35,0.49,92.0,3.25
2187,4984,103 x 59 x 10.7,103.0,59.0,10.7,4.06 x 2.32 x 0.42,4.06,2.32,0.42,,
2188,4779,103 x 59 x 10.7,103.0,59.0,10.7,4.06 x 2.32 x 0.42,4.06,2.32,0.42,96.0,3.39
2189,4749,117 x 63 x 10,117.0,63.0,10.0,4.61 x 2.48 x 0.39,4.61,2.48,0.39,120.0,4.23
2190,4702,103 x 59 x 10.7,103.0,59.0,10.7,4.06 x 2.32 x 0.42,4.06,2.32,0.42,95.6,3.35
2191,4739,134.7 x 69.5 x 8.9,134.7,69.5,8.9,5.30 x 2.74 x 0.35,5.3,2.74,0.35,145.0,5.11
2192,4717,132.9 x 67.9 x 10.4,132.9,67.9,10.4,5.23 x 2.67 x 0.41,5.23,2.67,0.41,135.0,4.76
2193,4712,108 x 54 x 17,108.0,54.0,17.0,4.25 x 2.13 x 0.67,4.25,2.13,0.67,130.0,4.59
2194,4653,119.1 x 62.2 x 11.4,119.1,62.2,11.4,4.69 x 2.45 x 0.45,4.69,2.45,0.45,142.0,5.01
2195,4649,113.8 x 62.7 x 9.9,113.8,62.7,9.9,4.48 x 2.47 x 0.39,4.48,2.47,0.39,119.0,4.2
2196,4563,132.4 x 68.1 x 8.9,132.4,68.1,8.9,5.21 x 2.68 x 0.35,5.21,2.68,0.35,133.0,4.69
2197,4562,126.8 x 67.4 x 9.6,126.8,67.4,9.6,4.99 x 2.65 x 0.38,4.99,2.65,0.38,148.0,5.22
2198,4545,126.8 x 67.4 x 9.6,126.8,67.4,9.6,4.99 x 2.65 x 0.38,4.99,2.65,0.38,148.0,4.94
2199,4565,125.5 x 67 x 8.7,125.5,67.0,8.7,4.94 x 2.64 x 0.34,4.94,2.64,0.34,122.0,4.3
2200,4571,118.3 x 66.5 x 9.5,118.3,66.5,9.5,4.66 x 2.62 x 0.37,4.66,2.62,0.37,125.0,4.41
2201,4554,139.6 x 90.4 x 8.5,139.6,90.4,8.5,5.50 x 3.56 x 0.33,5.5,3.56,0.33,168.0,5.93
2202,4555,126.5 x 67.9 x 9.5,126.5,67.9,9.5,4.98 x 2.67 x 0.37,4.98,2.67,0.37,,4.97
2203,4461,102.6 x 61.6 x 11.9,102.6,61.6,11.9,4.04 x 2.43 x 0.47,4.04,2.43,0.47,110.0,3.88
2204,4446,245 x 151.4 x 9.3,245.0,151.4,9.3,9.65 x 5.96 x 0.37,9.65,5.96,0.37,497.0,
2205,4625,107 x 53 x 15.2,107.0,53.0,15.2,4.21 x 2.09 x 0.60,4.21,2.09,0.6,133.0,4.69
2206,4430,117 x 62 x 11.7,117.0,62.0,11.7,4.61 x 2.44 x 0.46,4.61,2.44,0.46,137.0,4.83
2207,4416,117 x 62 x 11.7,117.0,62.0,11.7,4.61 x 2.44 x 0.46,4.61,2.44,0.46,142.0,5.01
2208,4377,135.4 x 68.8 x 10.4,135.4,68.8,10.4,5.33 x 2.71 x 0.41,5.33,2.71,0.41,141.5,4.97
2209,4392,111 x 61 x 13.5,111.0,61.0,13.5,4.37 x 2.40 x 0.53,4.37,2.4,0.53,116.0,4.09
2210,4064,127.5 x 69 x 8.5,127.5,69.0,8.5,5.02 x 2.72 x 0.33,5.02,2.72,0.33,138.0,4.87
2211,4329,133.9 x 67.8 x 10.4,133.9,67.8,10.4,5.27 x 2.67 x 0.41,5.27,2.67,0.41,127.0,4.48
2212,4353,133.9 x 67.9 x 10.5,133.9,67.9,10.5,5.27 x 2.67 x 0.41,5.27,2.67,0.41,135.0,4.76
2213,4402,111.8 x 58.9 x 11.9,111.8,58.9,11.9,4.40 x 2.32 x 0.47,4.4,2.32,0.47,124.7,4.37
2214,4351,105 x 53 x 15.7,105.0,53.0,15.7,4.13 x 2.09 x 0.62,4.13,2.09,0.62,122.0,4.3
2215,4257,121.9 x 64 x 16,121.9,64.0,16.0,4.80 x 2.52 x 0.63,4.8,2.52,0.63,192.0,6.77
2216,4352,114 x 58 x 15,114.0,58.0,15.0,4.49 x 2.28 x 0.59,4.49,2.28,0.59,157.0,5.54
2217,4253,117 x 50.9 x 11.5,117.0,50.9,11.5,4.61 x 2.00 x 0.45,4.61,2.0,0.45,85.0,3.0
2218,4221,123 x 61.5 x 11.9,123.0,61.5,11.9,4.84 x 2.42 x 0.47,4.84,2.42,0.47,,
2219,4286,115 x 59 x 15,115.0,59.0,15.0,4.53 x 2.32 x 0.59,4.53,2.32,0.59,,
2220,4213,132.9 x 67.9 x 10.4,132.9,67.9,10.4,5.23 x 2.67 x 0.41,5.23,2.67,0.41,135.0,4.76
2221,4188,132.9 x 67.9 x 10.4,132.9,67.9,10.4,5.23 x 2.67 x 0.41,5.23,2.67,0.41,139.0,4.9
2222,4201,118 x 63.4 x 9.7,118.0,63.4,9.7,4.65 x 2.50 x 0.38,4.65,2.5,0.38,127.0,4.48
2223,4140,123 x 65 x 12.3,123.0,65.0,12.3,4.84 x 2.56 x 0.48,4.84,2.56,0.48,147.0,5.19
2224,4157,113.4 x 60.8 x 11.9,113.4,60.8,11.9,4.46 x 2.39 x 0.47,4.46,2.39,0.47,123.0,4.34
2225,4067,122.5 x 62.5 x 9.8,122.5,62.5,9.8,4.82 x 2.46 x 0.39,4.82,2.46,0.39,110.0,3.88
2226,4309,114 x 59 x 12.1,114.0,59.0,12.1,4.49 x 2.32 x 0.48,4.49,2.32,0.48,102.0,3.6
2227,4043,113.5 x 59 x 12.1,113.5,59.0,12.1,4.47 x 2.32 x 0.48,4.47,2.32,0.48,129.2,4.55
2228,4289,128 x 67 x 13,128.0,67.0,13.0,5.04 x 2.64 x 0.51,5.04,2.64,0.51,172.0,6.07
2229,4287,122 x 64 x 9,122.0,64.0,9.0,4.80 x 2.52 x 0.35,4.8,2.52,0.35,112.0,3.95
2230,4037,122 x 64 x 9.2,122.0,64.0,9.2,4.80 x 2.52 x 0.36,4.8,2.52,0.36,109.0,3.84
2231,4040,119.5 x 59.7 x 12.9,119.5,59.7,12.9,4.70 x 2.35 x 0.51,4.7,2.35,0.51,129.0,4.55
2232,4090,117 x 50.9 x 11.5,117.0,50.9,11.5,4.61 x 2.00 x 0.45,4.61,2.0,0.45,85.0,3.0
2233,4258,116 x 53.3 x 12.9,116.0,53.3,12.9,4.57 x 2.10 x 0.51,4.57,2.1,0.51,91.5,3.21
2234,4610,97.5 x 49.1 x 16.5,97.5,49.1,16.5,3.84 x 1.93 x 0.65,3.84,1.93,0.65,92.0,3.25
2235,4561,99.8 x 51 x 15.8,99.8,51.0,15.8,3.93 x 2.01 x 0.62,3.93,2.01,0.62,92.0,3.25
2236,4942,107.2 x 44.9 x 14.6,107.2,44.9,14.6,4.22 x 1.77 x 0.57,4.22,1.77,0.57,65.8,2.29
2237,4470,113.5 x 51 x 13,113.5,51.0,13.0,4.47 x 2.01 x 0.51,4.47,2.01,0.51,92.0,3.25
2238,4048,108.8 x 46.6 x 13.9,108.8,46.6,13.9,4.28 x 1.83 x 0.55,4.28,1.83,0.55,80.0,2.82
2239,4094,106.5 x 45 x 13.8,106.5,45.0,13.8,4.19 x 1.77 x 0.54,4.19,1.77,0.54,66.5,2.33
2240,4092,99.8 x 51 x 15.8,99.8,51.0,15.8,3.93 x 2.01 x 0.62,3.93,2.01,0.62,95.0,3.35
2241,4248,105 x 57.3 x 12.9,105.0,57.3,12.9,4.13 x 2.26 x 0.51,4.13,2.26,0.51,100.0,3.53
2242,4326,105 x 57.3 x 12.9,105.0,57.3,12.9,4.13 x 2.26 x 0.51,4.13,2.26,0.51,100.0,3.53
2243,4259,105 x 57.3 x 12.9,105.0,57.3,12.9,4.13 x 2.26 x 0.51,4.13,2.26,0.51,93.0,3.28
2244,4089,106 x 58 x 12,106.0,58.0,12.0,4.17 x 2.28 x 0.47,4.17,2.28,0.47,86.0,3.03
2245,3994,106 x 58 x 12,106.0,58.0,12.0,4.17 x 2.28 x 0.47,4.17,2.28,0.47,86.0,3.03
2246,4211,113 x 61 x 12,113.0,61.0,12.0,4.45 x 2.40 x 0.47,4.45,2.4,0.47,92.5,3.25
2247,4658,113.6 x 61.9 x 12.9,113.6,61.9,12.9,4.47 x 2.44 x 0.51,4.47,2.44,0.51,102.0,3.6
2248,4635,113 x 61.9 x 12.9,113.0,61.9,12.9,4.45 x 2.44 x 0.51,4.45,2.44,0.51,102.0,3.6
2249,3952,104 x 43.7 x 13,104.0,43.7,13.0,4.09 x 1.72 x 0.51,4.09,1.72,0.51,58.0,2.05
2250,3937,132 x 67.3 x 10.1,132.0,67.3,10.1,5.20 x 2.65 x 0.40,5.2,2.65,0.4,151.0,5.33
2251,4074,112 x 52 x 16,112.0,52.0,16.0,4.41 x 2.05 x 0.63,4.41,2.05,0.63,130.0,4.59
2252,4033,120 x 62 x 17,120.0,62.0,17.0,4.72 x 2.44 x 0.67,4.72,2.44,0.67,170.0,6.0
2253,3924,114 x 59 x 13,114.0,59.0,13.0,4.49 x 2.32 x 0.51,4.49,2.32,0.51,91.0,3.21
2254,3918,114 x 59 x 13,114.0,59.0,13.0,4.49 x 2.32 x 0.51,4.49,2.32,0.51,91.0,3.21
2255,3886,128.8 x 68 x 11.9,128.8,68.0,11.9,5.07 x 2.68 x 0.47,5.07,2.68,0.47,168.0,5.93
2256,3880,123 x 63.2 x 10.9,123.0,63.2,10.9,4.84 x 2.49 x 0.43,4.84,2.49,0.43,88.0,3.1
2257,3759,128.8 x 68 x 11.9,128.8,68.0,11.9,5.07 x 2.68 x 0.47,5.07,2.68,0.47,168.0,5.93
2258,3835,243.8 x 150 x 12.7,243.8,150.0,12.7,9.60 x 5.91 x 0.5,9.6,5.91,0.5,621.0,
2259,4210,106.3 x 44.9 x 14,106.3,44.9,14.0,4.19 x 1.77 x 0.55,4.19,1.77,0.55,66.3,2.33
2260,4095,110 x 47.5 x 14.1,110.0,47.5,14.1,4.33 x 1.87 x 0.56,4.33,1.87,0.56,81.0,2.86
2261,3758,110 x 47.5 x 14.1,110.0,47.5,14.1,4.33 x 1.87 x 0.56,4.33,1.87,0.56,81.0,2.86
2262,3837,109 x 59 x 16,109.0,59.0,16.0,4.29 x 2.32 x 0.63,4.29,2.32,0.63,122.0,4.3
2263,3219,109.5 x 47 x 11.6,109.5,47.0,11.6,4.31 x 1.85 x 0.46,4.31,1.85,0.46,80.0,2.82
2264,3735,108 x 57.5 x 12.2,108.0,57.5,12.2,4.25 x 2.26 x 0.48,4.25,2.26,0.48,110.0,3.88
2265,3704,122 x 64 x 9.2,122.0,64.0,9.2,4.80 x 2.52 x 0.36,4.8,2.52,0.36,109.0,3.84
2266,3762,123.9 x 63.2 x 10.9,123.9,63.2,10.9,4.88 x 2.49 x 0.43,4.88,2.49,0.43,139.0,4.9
2267,3598,123.9 x 63.2 x 10.9,123.9,63.2,10.9,4.88 x 2.49 x 0.43,4.88,2.49,0.43,139.0,4.9
2268,3667,112.5 x 57.9 x 12.9,112.5,57.9,12.9,4.43 x 2.28 x 0.51,4.43,2.28,0.51,140.0,4.94
2269,3732,128 x 67 x 13.2,128.0,67.0,13.2,5.04 x 2.64 x 0.52,5.04,2.64,0.52,172.0,6.07
2270,3852,109 x 61 x 13.8,109.0,61.0,13.8,4.29 x 2.40 x 0.54,4.29,2.4,0.54,77.5,2.72
2271,3701,116 x 61.9 x 11.9,116.0,61.9,11.9,4.57 x 2.44 x 0.47,4.57,2.44,0.47,92.5,3.25
2272,3684,102.9 x 56.9 x 11.9,102.9,56.9,11.9,4.05 x 2.24 x 0.47,4.05,2.24,0.47,86.5,3.03
2273,3860,91 x 44.2 x 15.9,91.0,44.2,15.9,3.58 x 1.74 x 0.63,3.58,1.74,0.63,86.0,3.03
2274,3698,108 x 45 x 12,108.0,45.0,12.0,4.25 x 1.77 x 0.47,4.25,1.77,0.47,72.5,2.54
2275,3695,110 x 47.2 x 13.5,110.0,47.2,13.5,4.33 x 1.86 x 0.53,4.33,1.86,0.53,,
2276,3674,114 x 48.4 x 10.5,114.0,48.4,10.5,4.49 x 1.91 x 0.41,4.49,1.91,0.41,86.0,3.03
2277,3909,109.4 x 56.2 x 12.9,109.4,56.2,12.9,4.31 x 2.21 x 0.51,4.31,2.21,0.51,120.0,4.23
2278,3651,109.4 x 56.2 x 12.9,109.4,56.2,12.9,4.31 x 2.21 x 0.51,4.31,2.21,0.51,120.0,4.23
2279,3731,115.8 x 56.4 x 15.8,115.8,56.4,15.8,4.56 x 2.22 x 0.62,4.56,2.22,0.62,158.0,5.57
2280,3632,116 x 56 x 16,116.0,56.0,16.0,4.57 x 2.20 x 0.63,4.57,2.2,0.63,158.0,5.57
2281,3631,103 x 53 x 17,103.0,53.0,17.0,4.06 x 2.09 x 0.67,4.06,2.09,0.67,123.9,4.34
2282,3630,113.5 x 59 x 13.3,113.5,59.0,13.3,4.47 x 2.32 x 0.52,4.47,2.32,0.52,,4.37
2283,3613,91 x 63 x 16.4,91.0,63.0,16.4,3.58 x 2.48 x 0.65,3.58,2.48,0.65,106.0,3.74
2284,3605,106 x 53.3 x 12,106.0,53.3,12.0,4.17 x 2.10 x 0.47,4.17,2.1,0.47,104.9,3.67
2285,3606,108 x 52.8 x 12.7,108.0,52.8,12.7,4.25 x 2.08 x 0.5,4.25,2.08,0.5,89.0,3.14
2286,3558,119.5 x 59.5 x 15.2,119.5,59.5,15.2,4.70 x 2.34 x 0.60,4.7,2.34,0.6,176.0,6.21
2287,3555,119.5 x 59.5 x 15.2,119.5,59.5,15.2,4.70 x 2.34 x 0.60,4.7,2.34,0.6,178.0,6.28
2288,3532,125 x 59.8 x 11.5,125.0,59.8,11.5,4.92 x 2.35 x 0.45,4.92,2.35,0.45,157.0,5.54
2289,3486,116 x 61.9 x 11.9,116.0,61.9,11.9,4.57 x 2.44 x 0.47,4.57,2.44,0.47,92.5,3.25
2290,3494,112.5 x 57.9 x 12.9,112.5,57.9,12.9,4.43 x 2.28 x 0.51,4.43,2.28,0.51,132.0,4.66
2291,3669,116 x 56 x 16,116.0,56.0,16.0,4.57 x 2.20 x 0.63,4.57,2.2,0.63,153.0,5.4
2292,3609,107 x 55 x 16,107.0,55.0,16.0,4.21 x 2.17 x 0.63,4.21,2.17,0.63,128.0,4.52
2293,3583,114 x 59 x 13,114.0,59.0,13.0,4.49 x 2.32 x 0.51,4.49,2.32,0.51,130.0,4.59
2294,3544,113.5 x 59 x 13.3,113.5,59.0,13.3,4.47 x 2.32 x 0.52,4.47,2.32,0.52,129.0,4.55
2295,3516,113.5 x 59 x 13.3,113.5,59.0,13.3,4.47 x 2.32 x 0.52,4.47,2.32,0.52,129.0,4.55
2296,3345,115 x 57.5 x 11.2,115.0,57.5,11.2,4.53 x 2.26 x 0.44,4.53,2.26,0.44,,
2297,3414,92.5 x 47.5 x 16.9,92.5,47.5,16.9,3.64 x 1.87 x 0.67,3.64,1.87,0.67,86.0,3.03
2298,3220,103 x 49.9 x 15.3,103.0,49.9,15.3,4.06 x 1.96 x 0.60,4.06,1.96,0.6,119.0,4.2
2299,3217,105.5 x 51 x 12.4,105.5,51.0,12.4,4.15 x 2.01 x 0.49,4.15,2.01,0.49,132.0,4.66
2300,3218,101.5 x 51 x 16.8,101.5,51.0,16.8,4.00 x 2.01 x 0.66,4.0,2.01,0.66,111.0,3.92
2301,3478,111.5 x 51.5 x 13.9,111.5,51.5,13.9,4.39 x 2.03 x 0.55,4.39,2.03,0.55,127.0,4.48
2302,3470,106.7 x 51.9 x 12.9,106.7,51.9,12.9,4.20 x 2.04 x 0.51,4.2,2.04,0.51,,
2303,3676,102.4 x 56.4 x 11.9,102.4,56.4,11.9,4.03 x 2.22 x 0.47,4.03,2.22,0.47,92.5,3.25
2304,3459,103 x 57 x 11.9,103.0,57.0,11.9,4.06 x 2.24 x 0.47,4.06,2.24,0.47,92.5,3.25
2305,3452,103 x 57 x 11.9,103.0,57.0,11.9,4.06 x 2.24 x 0.47,4.06,2.24,0.47,92.5,3.25
2306,3458,102.9 x 56.9 x 11.9,102.9,56.9,11.9,4.05 x 2.24 x 0.47,4.05,2.24,0.47,86.5,3.03
2307,3411,102.9 x 56.9 x 11.9,102.9,56.9,11.9,4.05 x 2.24 x 0.47,4.05,2.24,0.47,86.5,3.03
2308,3412,95.8 x 50.5 x 11.9,95.8,50.5,11.9,3.77 x 1.99 x 0.47,3.77,1.99,0.47,77.0,2.72
2309,3444,114.5 x 59 x 13,114.5,59.0,13.0,4.51 x 2.32 x 0.51,4.51,2.32,0.51,94.0,3.32
2310,3360,116 x 51 x 12.8,116.0,51.0,12.8,4.57 x 2.01 x 0.50,4.57,2.01,0.5,104.0,3.67
2311,3260,99.6 x 47 x 16.3,99.6,47.0,16.3,3.92 x 1.85 x 0.64,3.92,1.85,0.64,105.2,3.7
2312,3359,108 x 53.1 x 12,108.0,53.1,12.0,4.25 x 2.09 x 0.47,4.25,2.09,0.47,87.0,3.07
2313,3356,115 x 56 x 17,115.0,56.0,17.0,4.53 x 2.20 x 0.67,4.53,2.2,0.67,152.0,5.36
2314,3352,109.4 x 53.3 x 15.2,109.4,53.3,15.2,4.31 x 2.10 x 0.60,4.31,2.1,0.6,111.9,3.92
2315,3216,107 x 54.5 x 11.8,107.0,54.5,11.8,4.21 x 2.15 x 0.46,4.21,2.15,0.46,98.0,3.46
2316,3274,113.9 x 54.5 x 12.9,113.9,54.5,12.9,4.48 x 2.15 x 0.51,4.48,2.15,0.51,,
2317,3341,117.9 x 56.9 x 11,117.9,56.9,11.0,4.64 x 2.24 x 0.43,4.64,2.24,0.43,135.0,4.76
2318,3340,109.3 x 52.5 x 11.7,109.3,52.5,11.7,4.30 x 2.07 x 0.46,4.3,2.07,0.46,97.0,3.42
2319,3221,105.9 x 52.6 x 11.9,105.9,52.6,11.9,4.17 x 2.07 x 0.47,4.17,2.07,0.47,87.0,3.07
2320,3257,118.8 x 57 x 14.3,118.8,57.0,14.3,4.68 x 2.24 x 0.56,4.68,2.24,0.56,157.0,5.54
2321,3245,108.9 x 53.4 x 13,108.9,53.4,13.0,4.29 x 2.10 x 0.51,4.29,2.1,0.51,118.0,4.16
2322,3276,108.5 x 52 x 14.6,108.5,52.0,14.6,4.27 x 2.05 x 0.57,4.27,2.05,0.57,108.0,3.81
2323,3076,107.7 x 55.4 x 12.2,107.7,55.4,12.2,4.24 x 2.18 x 0.48,4.24,2.18,0.48,104.9,4.94
2324,3261,105 x 49 x 15.7,105.0,49.0,15.7,4.13 x 1.93 x 0.62,4.13,1.93,0.62,94.0,3.32
2325,3251,103.9 x 44.5 x 13.9,103.9,44.5,13.9,4.09 x 1.75 x 0.55,4.09,1.75,0.55,66.8,2.33
2326,3254,103.9 x 43.5 x 12.9,103.9,43.5,12.9,4.09 x 1.71 x 0.51,4.09,1.71,0.51,70.0,2.47
2327,3253,103.9 x 43.5 x 12.9,103.9,43.5,12.9,4.09 x 1.71 x 0.51,4.09,1.71,0.51,70.0,2.47
2328,3233,101 x 46 x 12.9,101.0,46.0,12.9,3.98 x 1.81 x 0.51,3.98,1.81,0.51,65.0,2.29
2329,3124,95.5 x 48 x 15.9,95.5,48.0,15.9,3.76 x 1.89 x 0.63,3.76,1.89,0.63,94.0,3.32
2330,3211,109 x 54 x 15.9,109.0,54.0,15.9,4.29 x 2.13 x 0.63,4.29,2.13,0.63,139.0,4.9
2331,3081,109 x 54.5 x 12.7,109.0,54.5,12.7,4.29 x 2.15 x 0.5,4.29,2.15,0.5,115.5,4.06
2332,3215,107 x 54.5 x 11.8,107.0,54.5,11.8,4.21 x 2.15 x 0.46,4.21,2.15,0.46,98.0,3.46
2333,3204,108 x 52.9 x 12.5,108.0,52.9,12.5,4.25 x 2.08 x 0.49,4.25,2.08,0.49,89.0,3.14
2334,3164,146.8 x 64.2 x 12,146.8,64.2,12.0,5.78 x 2.53 x 0.47,5.78,2.53,0.47,,
2335,3136,107 x 52.5 x 11.5,107.0,52.5,11.5,4.21 x 2.07 x 0.45,4.21,2.07,0.45,92.5,3.25
2336,3095,109 x 48 x 13,109.0,48.0,13.0,4.29 x 1.89 x 0.51,4.29,1.89,0.51,93.0,3.28
2337,3199,98.8 x 49.5 x 16.2,98.8,49.5,16.2,3.89 x 1.95 x 0.64,3.89,1.95,0.64,90.0,3.17
2338,3078,102 x 47.6 x 10.6,102.0,47.6,10.6,4.02 x 1.87 x 0.42,4.02,1.87,0.42,99.0,3.49
2339,5444,101 x 52 x 16.4,101.0,52.0,16.4,3.98 x 2.05 x 0.65,3.98,2.05,0.65,,4.34
2340,4086,107.5 x 52.5 x 15.9,107.5,52.5,15.9,4.23 x 2.07 x 0.63,4.23,2.07,0.63,122.0,4.3
2341,3135,107.5 x 52.5 x 15.9,107.5,52.5,15.9,4.23 x 2.07 x 0.63,4.23,2.07,0.63,125.0,4.41
2342,3106,109.8 x 53.4 x 12.9,109.8,53.4,12.9,4.32 x 2.10 x 0.51,4.32,2.1,0.51,121.0,4.23
2343,3083,108.3 x 51.5 x 13.4,108.3,51.5,13.4,4.26 x 2.03 x 0.53,4.26,2.03,0.53,103.5,3.63
2344,3496,108 x 48 x 13.8,108.0,48.0,13.8,4.25 x 1.89 x 0.54,4.25,1.89,0.54,85.0,3.0
2345,12472,159.5 x 73.9 x 8.6,159.5,73.9,8.6,6.28 x 2.91 x 0.34,6.28,2.91,0.34,167.8,5.93
