,Device ID,Brand
154,5687,alcatel
155,5691,alcatel
156,5680,alcatel
157,5671,alcatel
158,5672,alcatel
159,5668,alcatel
160,5669,alcatel
161,5449,alcatel
162,5335,alcatel
163,5681,alcatel
164,5334,alcatel
165,5318,alcatel
166,5319,alcatel
167,5296,alcatel
168,5332,alcatel
169,5236,alcatel
170,5235,alcatel
171,5234,alcatel
172,5233,alcatel
173,5232,alcatel
174,5231,alcatel
175,5230,alcatel
176,5229,alcatel
177,5228,alcatel
178,5242,alcatel
179,5227,
180,5226,alcatel
181,5225,alcatel
182,5218,alcatel
183,5139,alcatel
184,5110,alcatel
185,5165,alcatel
186,5866,alcatel
187,5103,alcatel
188,5080,alcatel
189,4846,alcatel
190,4845,alcatel
191,4844,alcatel
192,4843,alcatel
193,4842,alcatel
194,4780,alcatel
195,4733,alcatel
196,4732,alcatel
197,4731,alcatel
198,4730,alcatel
199,4920,alcatel
200,4729,alcatel
201,4728,alcatel
202,4727,alcatel
203,4726,alcatel
204,4725,alcatel
205,4724,alcatel
206,4723,alcatel
207,4722,alcatel
208,4721,alcatel
209,4720,alcatel
210,4663,alcatel
211,4549,alcatel
212,4922,alcatel
213,4321,alcatel
214,4308,alcatel
215,4661,alcatel
216,3799,alcatel
217,3798,alcatel
218,4629,alcatel
219,3797,alcatel
220,3796,alcatel
221,3795,alcatel
222,3822,alcatel
223,4659,alcatel
224,4528,alcatel
225,4104,alcatel
226,3793,alcatel
227,3794,alcatel
228,3800,alcatel
229,4628,alcatel
230,4103,alcatel
231,3824,alcatel
232,3801,alcatel
233,3802,alcatel
234,3803,alcatel
235,3804,alcatel
236,3805,alcatel
237,3806,alcatel
238,3807,alcatel
239,3808,alcatel
240,3809,alcatel
241,3810,alcatel
242,3811,alcatel
243,3812,alcatel
244,3813,alcatel
245,3814,alcatel
246,3815,alcatel
247,3816,alcatel
248,3817,alcatel
249,3818,alcatel
250,3819,alcatel
251,3820,alcatel
252,3821,alcatel
253,3823,alcatel
254,3407,alcatel
255,3186,alcatel
256,3184,alcatel
257,3182,alcatel
258,3181,alcatel
259,3178,alcatel
260,3179,alcatel
261,3176,alcatel
262,3173,alcatel
263,3188,alcatel
264,3171,alcatel
265,3175,alcatel
266,3170,alcatel
267,3172,alcatel
268,3168,alcatel
269,3174,alcatel
270,3187,alcatel
271,3185,alcatel
272,3183,alcatel
273,3180,alcatel
274,3177,alcatel
275,12548,apple
276,12557,apple
277,12558,apple
278,12559,apple
279,12560,apple
280,12561,apple
281,12562,apple
282,11939,apple
283,11940,apple
284,11941,apple
285,11773,apple
286,11860,apple
287,11862,apple
288,11861,apple
289,11827,apple
290,11866,apple
291,11864,apple
292,11865,apple
293,11410,apple
294,11411,apple
295,11089,apple
296,11102,apple
297,11103,apple
298,11104,apple
299,11105,apple
300,11106,apple
301,11147,apple
302,11146,apple
303,11107,apple
304,10864,apple
305,10865,apple
306,10237,apple
307,10508,apple
308,10509,apple
309,10510,apple
310,10444,apple
311,10445,apple
312,10446,apple
313,10447,apple
314,10448,apple
315,10449,apple
316,10170,apple
317,10136,apple
318,10137,apple
319,9846,apple
320,9847,apple
321,9848,apple
322,9857,apple
323,9860,apple
324,9859,apple
325,9858,apple
326,9638,apple
327,9637,apple
328,9387,apple
329,9386,apple
330,9319,apple
331,9318,apple
332,9320,apple
333,9321,apple
334,9322,apple
335,9142,apple
336,8858,apple
337,8131,apple
338,8573,apple
339,8861,apple
340,8860,apple
341,8859,apple
342,8717,apple
343,8716,apple
344,8620,apple
345,8331,apple
346,8332,apple
347,8329,apple
348,8330,apple
349,8328,apple
350,8334,apple
351,8327,apple
352,8333,apple
353,8065,apple
354,8064,apple
355,7984,apple
356,7969,apple
357,7243,apple
358,7242,apple
359,7562,apple
360,7561,apple
361,7698,apple
362,7697,apple
363,7696,apple
364,7695,apple
365,7694,apple
366,7693,apple
367,6742,apple
368,6741,apple
369,6665,apple
370,6378,apple
371,5797,apple
372,5735,apple
373,5685,apple
374,5690,apple
375,5070,apple
376,5061,apple
377,5072,apple
378,5071,apple
379,4910,apple
380,4620,apple
381,4621,apple
382,4212,apple
383,3848,apple
384,3847,apple
385,3849,apple
386,3275,apple
387,3716,apple
388,3827,apple
389,3828,apple
390,12746,asus
391,12780,asus
392,12380,asus
393,12224,asus
394,12223,asus
395,11880,asus
396,11881,asus
397,11986,asus
398,11882,asus
399,11656,asus
400,11648,asus
401,11647,asus
402,11053,asus
403,11054,asus
404,11006,asus
405,10892,asus
406,10893,asus
407,10785,asus
408,10784,asus
409,10715,asus
410,10393,asus
411,10379,asus
412,10296,asus
413,10328,asus
414,9770,asus
415,9698,asus
416,9667,asus
417,9634,asus
418,9633,asus
419,9410,asus
420,9437,asus
421,9373,asus
422,9372,asus
423,9224,asus
424,9194,asus
425,9173,asus
426,9096,asus
427,9061,asus
428,9068,asus
429,9097,asus
430,8953,asus
431,8866,asus
432,8783,asus
433,8782,asus
434,8892,asus
435,8862,asus
436,8808,asus
437,8784,asus
438,8811,asus
439,8814,asus
440,8810,asus
441,8749,asus
442,8801,asus
443,8711,
444,8681,asus
445,8579,asus
446,8550,asus
447,8543,asus
448,8502,asus
449,8509,asus
450,8503,asus
451,8493,asus
452,8467,asus
453,8425,asus
454,8384,asus
455,8370,asus
456,8271,asus
457,8218,asus
458,8207,asus
459,8206,asus
460,8197,asus
461,8156,asus
462,8160,
463,8130,asus
464,8129,asus
465,8106,asus
466,8111,asus
467,8262,asus
468,8097,asus
469,8095,asus
470,8045,asus
471,8048,asus
472,7866,asus
473,7689,asus
474,7690,asus
475,7688,asus
476,7733,asus
477,7577,asus
478,8474,asus
479,8465,asus
480,7532,asus
481,7368,asus
482,7476,asus
483,7475,asus
484,7479,asus
485,7757,asus
486,7477,asus
487,7478,asus
488,7474,asus
489,7473,asus
490,7444,asus
491,7378,asus
492,7367,asus
493,7366,asus
494,7255,asus
495,7365,asus
496,7364,asus
497,7256,asus
498,7261,asus
499,7044,asus
500,7120,asus
501,6917,asus
502,7045,asus
503,6982,asus
504,6953,asus
505,6918,asus
506,6897,asus
507,6813,asus
508,6751,asus
509,6737,asus
510,6630,asus
511,6629,asus
512,6429,asus
513,6428,asus
514,6414,asus
515,6413,asus
516,6412,asus
517,6411,asus
518,6747,asus
519,6410,asus
520,6407,asus
521,6409,asus
522,6394,asus
523,6519,asus
524,6238,asus
525,6120,asus
526,5993,asus
527,6853,asus
528,5953,asus
529,7160,asus
530,5952,asus
531,5951,
532,7158,
533,5982,
534,5891,asus
535,5863,asus
536,5706,asus
537,5676,asus
538,5675,asus
539,5674,asus
540,5600,asus
541,5494,asus
542,5493,asus
543,5495,asus
544,5879,asus
545,5492,asus
546,5329,asus
547,5328,asus
548,5331,asus
549,5249,asus
550,5091,asus
551,5083,asus
552,5017,asus
553,4850,asus
554,4605,asus
555,4604,asus
556,5337,asus
557,4596,asus
558,4606,asus
559,4422,asus
560,4421,asus
561,4322,asus
562,3965,asus
563,3936,asus
564,3696,asus
565,12603,blu
566,12460,blu
567,12459,blu
568,12458,blu
569,12457,blu
570,12456,blu
571,12153,blu
572,12110,blu
573,12102,blu
574,11830,blu
575,11829,blu
576,11828,blu
577,11757,blu
578,11716,blu
579,11715,blu
580,11673,blu
581,11672,blu
582,11643,blu
583,11623,blu
584,11536,blu
585,11509,blu
586,11483,blu
587,11398,blu
588,11376,blu
589,11369,blu
590,11368,blu
591,11348,blu
592,11319,blu
593,11318,blu
594,11273,blu
595,11264,blu
596,11258,blu
597,11096,blu
598,11095,blu
599,11094,blu
600,11073,blu
601,10973,blu
602,10934,blu
603,10935,blu
604,10915,blu
605,10781,blu
606,10745,blu
607,10741,blu
608,10730,blu
609,10729,blu
610,10731,blu
611,10732,blu
612,10640,blu
613,10607,blu
614,10535,blu
615,10536,blu
616,10537,blu
617,10538,blu
618,10540,blu
619,10539,blu
620,10470,blu
621,10453,blu
622,10403,blu
623,10359,blu
624,10313,blu
625,10312,blu
626,10160,blu
627,10107,blu
628,10106,blu
629,10105,blu
630,10047,blu
631,10046,blu
632,10045,blu
633,9994,blu
634,9968,blu
635,9967,blu
636,9930,blu
637,9929,blu
638,9855,blu
639,9877,blu
640,9854,blu
641,9853,blu
642,9811,blu
643,9876,blu
644,9778,blu
645,9777,blu
646,9776,blu
647,9775,blu
648,9718,blu
649,9597,blu
650,9565,blu
651,9542,blu
652,9518,blu
653,9482,blu
654,9470,blu
655,9360,blu
656,9359,blu
657,9325,blu
658,9314,blu
659,9307,blu
660,9302,blu
661,9301,blu
662,9277,blu
663,9254,blu
664,9253,blu
665,9223,blu
666,9184,blu
667,9165,blu
668,9154,blu
669,9146,blu
670,9132,blu
671,9131,blu
672,9072,blu
673,9064,blu
674,9063,blu
675,9007,blu
676,8965,blu
677,8964,blu
678,8952,blu
679,8946,blu
680,8945,blu
681,8924,blu
682,8925,blu
683,8926,blu
684,8906,blu
685,8905,blu
686,8865,blu
687,8846,blu
688,8845,blu
689,8842,blu
690,8841,blu
691,8835,blu
692,8824,blu
693,8825,blu
694,8826,blu
695,8796,blu
696,8773,blu
697,8774,blu
698,8736,blu
699,8735,blu
700,8732,blu
701,8731,blu
702,8713,blu
703,8709,blu
704,8670,blu
705,8653,blu
706,8621,blu
707,8555,blu
708,8553,blu
709,8544,blu
710,8541,blu
711,8557,blu
712,8556,blu
713,8534,blu
714,8533,blu
715,8527,blu
716,8524,blu
717,8525,blu
718,8526,blu
719,8496,blu
720,8462,blu
721,8461,blu
722,8460,blu
723,8459,blu
724,8457,blu
725,8456,blu
726,8426,blu
727,8427,blu
728,8428,blu
729,8429,blu
730,8349,blu
731,8338,blu
732,8296,blu
733,8322,blu
734,8323,blu
735,8324,blu
736,8256,blu
737,8255,blu
738,8252,blu
739,8251,blu
740,8253,blu
741,8254,blu
742,8171,blu
743,8188,blu
744,8189,blu
745,8190,blu
746,8191,blu
747,8187,blu
748,8153,blu
749,8152,blu
750,8151,blu
751,8118,blu
752,8117,blu
753,8116,blu
754,8119,blu
755,8115,blu
756,8030,blu
757,8029,blu
758,8028,blu
759,8003,blu
760,7990,blu
761,7988,blu
762,7989,blu
763,7987,blu
764,7986,blu
765,7978,blu
766,7974,blu
767,7924,blu
768,7923,blu
769,7922,blu
770,7892,blu
771,7867,blu
772,7858,blu
773,7857,blu
774,7820,blu
775,7775,blu
776,7774,blu
777,7726,blu
778,7725,blu
779,7706,blu
780,7705,blu
781,7676,blu
782,7671,blu
783,7645,blu
784,7623,blu
785,7558,blu
786,7559,blu
787,7523,blu
788,7499,blu
789,7498,blu
790,7490,blu
791,7489,blu
792,7450,blu
793,7449,blu
794,7448,blu
795,7447,blu
796,7293,blu
797,7291,blu
798,7290,blu
799,7265,blu
800,7225,blu
801,7205,blu
802,7204,blu
803,6930,blu
804,6929,blu
805,6928,blu
806,6927,blu
807,6926,blu
808,6925,blu
809,6924,blu
810,6900,blu
811,6899,blu
812,6839,blu
813,6838,blu
814,6837,blu
815,6836,blu
816,6835,blu
817,6834,blu
818,6833,blu
819,6670,blu
820,6669,blu
821,6565,blu
822,6566,blu
823,6567,blu
824,6568,blu
825,6406,blu
826,6405,blu
827,6346,blu
828,6339,blu
829,6330,blu
830,6277,blu
831,6276,blu
832,6244,blu
833,6243,blu
834,6242,blu
835,6041,blu
836,5986,blu
837,5957,blu
838,5956,blu
839,5955,blu
840,5954,blu
841,5935,blu
842,5920,blu
843,5909,blu
844,5908,blu
845,5873,blu
846,5761,blu
847,5748,blu
848,5747,blu
849,5746,blu
850,5745,blu
851,5661,blu
852,5660,blu
853,5662,blu
854,5593,blu
855,5489,blu
856,5458,blu
857,5459,blu
858,5460,blu
859,5411,blu
860,5410,blu
861,5409,blu
862,5408,blu
863,5360,blu
864,5358,blu
865,5359,blu
866,5295,blu
867,5294,blu
868,5283,blu
869,5282,blu
870,5281,blu
871,5210,blu
872,5209,blu
873,5208,blu
874,5207,blu
875,5206,blu
876,5205,blu
877,5202,blu
878,5201,blu
879,5023,blu
880,4947,blu
881,4946,blu
882,4945,blu
883,4944,blu
884,4901,blu
885,4853,blu
886,4852,blu
887,4370,blu
888,4224,blu
889,4195,blu
890,4162,blu
891,4163,blu
892,4165,blu
893,4166,blu
894,4167,blu
895,4168,blu
896,4169,blu
897,4171,blu
898,4170,blu
899,4172,blu
900,4173,blu
901,4174,blu
902,4175,blu
903,4176,blu
904,4177,blu
905,4178,blu
906,3854,blu
907,3855,blu
908,3856,blu
909,3857,blu
910,3858,blu
911,3859,blu
912,3548,blu
913,3549,blu
914,3550,blu
915,3551,blu
916,3552,blu
917,3553,blu
918,3567,blu
919,3568,blu
920,3569,blu
921,3560,blu
922,3561,blu
923,3562,blu
924,3563,blu
925,3564,blu
926,3565,blu
927,3572,blu
928,3570,blu
929,3571,blu
930,3573,blu
931,3574,blu
932,3575,blu
933,12454,htc
934,12427,htc
935,12269,htc
936,12522,htc
937,12523,htc
938,12524,htc
939,12525,htc
940,12232,htc
941,12221,htc
942,11948,htc
943,11642,htc
944,11266,htc
945,10790,htc
946,10681,htc
947,10529,htc
948,10594,htc
949,10357,htc
950,10593,htc
951,10592,htc
952,10595,htc
953,10298,htc
954,10297,htc
955,9965,htc
956,9924,htc
957,9797,htc
958,9735,htc
959,9734,htc
960,9487,htc
961,9385,htc
962,9179,htc
963,9119,htc
964,9102,htc
965,9071,htc
966,8990,htc
967,8908,htc
968,8885,htc
969,8630,htc
970,8487,htc
971,8519,htc
972,8518,htc
973,8404,htc
974,8444,htc
975,8277,htc
976,8884,htc
977,8297,htc
978,8276,htc
979,8633,htc
980,8128,htc
981,8086,htc
982,8066,htc
983,8072,htc
984,8031,htc
985,7884,htc
986,7942,htc
987,7941,htc
988,7940,htc
989,8348,htc
990,7836,htc
991,7758,htc
992,7731,htc
993,7753,htc
994,7627,htc
995,7592,htc
996,7591,htc
997,7576,htc
998,7421,htc
999,7418,htc
1000,7419,htc
1001,7420,htc
1002,7275,htc
1003,7267,htc
1004,7194,htc
1005,6977,htc
1006,7165,htc
1007,7111,htc
1008,7310,htc
1009,6891,htc
1010,7115,htc
1011,7183,htc
1012,6968,htc
1013,6947,htc
1014,6921,htc
1015,6913,htc
1016,6841,htc
1017,6830,htc
1018,5823,htc
1019,6736,htc
1020,6713,htc
1021,6715,htc
1022,6719,htc
1023,6854,htc
1024,6637,htc
1025,6636,htc
1026,6621,htc
1027,6608,htc
1028,6589,htc
1029,6588,htc
1030,6581,htc
1031,6528,htc
1032,6483,htc
1033,6463,htc
1034,6397,htc
1035,6345,htc
1036,6234,htc
1037,6316,htc
1038,6233,htc
1039,6074,htc
1040,6348,htc
1041,6009,htc
1042,6487,htc
1043,6073,htc
1044,6160,htc
1045,5907,htc
1046,6552,htc
1047,5870,htc
1048,5871,htc
1049,5872,htc
1050,5704,htc
1051,5666,htc
1052,5667,htc
1053,5623,htc
1054,5505,htc
1055,6121,htc
1056,6123,htc
1057,6122,htc
1058,5547,htc
1059,5537,htc
1060,5536,htc
1061,5465,htc
1062,5395,htc
1063,5498,htc
1064,5313,htc
1065,5261,htc
1066,4978,htc
1067,5118,htc
1068,5113,htc
1069,5106,htc
1070,5105,htc
1071,5100,htc
1072,5016,htc
1073,4976,htc
1074,5104,htc
1075,4975,htc
1076,5000,htc
1077,4980,htc
1078,4979,htc
1079,4951,htc
1080,4830,htc
1081,5861,htc
1082,4829,htc
1083,4805,htc
1084,4759,htc
1085,4997,htc
1086,4744,htc
1087,4665,htc
1088,4977,htc
1089,4320,htc
1090,4614,htc
1091,4572,htc
1092,4836,htc
1093,4574,htc
1094,4575,htc
1095,4525,htc
1096,4435,htc
1097,4411,htc
1098,4099,htc
1099,4302,htc
1100,4202,htc
1101,4161,htc
1102,4102,htc
1103,4097,htc
1104,3958,htc
1105,4132,htc
1106,4285,htc
1107,4196,htc
1108,4164,htc
1109,4141,htc
1110,4027,htc
1111,4131,htc
1112,4070,htc
1113,4022,htc
1114,3964,htc
1115,3938,htc
1116,3922,htc
1117,3901,htc
1118,3875,htc
1119,3895,htc
1120,3887,htc
1121,3739,htc
1122,3788,htc
1123,3776,htc
1124,3777,htc
1125,3786,htc
1126,3787,htc
1127,3829,htc
1128,3953,htc
1129,3896,htc
1130,3706,htc
1131,3707,htc
1132,3703,htc
1133,3702,htc
1134,3585,htc
1135,3338,htc
1136,3576,htc
1137,3557,htc
1138,3530,htc
1139,3118,htc
1140,3556,htc
1141,3468,htc
1142,3421,htc
1143,5058,htc
1144,3392,htc
1145,3577,htc
1146,3337,htc
1147,3163,htc
1148,3077,htc
1149,3141,htc
1150,3069,htc
1151,3080,htc
1152,3427,htc
1153,3230,htc
1154,10104,htc
1155,6371,
1156,5510,
1157,4457,
1158,12807,huawei
1159,12761,huawei
1160,12588,huawei
1161,12589,huawei
1162,12762,huawei
1163,12720,huawei
1164,12713,huawei
1165,12648,huawei
1166,12607,huawei
1167,12586,huawei
1168,12585,huawei
1169,12563,huawei
1170,12549,huawei
1171,12550,
1172,12530,huawei
1173,12539,huawei
1174,12420,huawei
1175,12415,huawei
1176,12290,huawei
1177,12278,huawei
1178,12279,huawei
1179,12268,huawei
1180,12259,huawei
1181,12235,huawei
1182,12230,huawei
1183,12233,huawei
1184,12234,huawei
1185,12186,
1186,12172,huawei
1187,12191,huawei
1188,12192,huawei
1189,12193,huawei
1190,12190,huawei
1191,12185,huawei
1192,12154,huawei
1193,12021,huawei
1194,12020,huawei
1195,11980,huawei
1196,11970,
1197,11972,
1198,11968,huawei
1199,11942,huawei
1200,11918,huawei
1201,11858,huawei
1202,11856,huawei
1203,11859,huawei
1204,11857,huawei
1205,11853,huawei
1206,11720,huawei
1207,11640,huawei
1208,11641,huawei
1209,11639,huawei
1210,11525,huawei
1211,11503,
1212,11505,huawei
1213,11504,huawei
1214,12030,huawei
1215,11506,huawei
1216,11490,huawei
1217,11489,huawei
1218,11428,huawei
1219,11399,huawei
1220,11280,
1221,11247,huawei
1222,11328,huawei
1223,11177,huawei
1224,11227,huawei
1225,11176,huawei
1226,11171,huawei
1227,11120,huawei
1228,11121,huawei
1229,11048,huawei
1230,11029,huawei
1231,10788,huawei
1232,11030,huawei
1233,11002,huawei
1234,10985,
1235,10986,huawei
1236,10987,
1237,10942,huawei
1238,10938,huawei
1239,10943,huawei
1240,10941,huawei
1241,10940,huawei
1242,10875,huawei
1243,11768,huawei
1244,10794,huawei
1245,10783,huawei
1246,10755,huawei
1247,10697,
1248,10642,huawei
1249,10645,huawei
1250,10652,huawei
1251,10579,huawei
1252,10551,huawei
1253,10550,huawei
1254,10528,
1255,10553,
1256,10554,huawei
1257,10555,huawei
1258,10519,huawei
1259,10546,huawei
1260,10475,huawei
1261,10450,huawei
1262,10426,huawei
1263,10429,huawei
1264,10417,huawei
1265,10418,huawei
1266,10427,huawei
1267,10362,huawei
1268,10494,huawei
1269,10363,huawei
1270,10364,huawei
1271,10299,huawei
1272,10252,huawei
1273,10292,huawei
1274,10249,huawei
1275,10236,huawei
1276,10219,huawei
1277,10231,huawei
1278,10227,huawei
1279,10222,huawei
1280,10223,huawei
1281,10212,huawei
1282,10203,huawei
1283,10204,huawei
1284,10205,huawei
1285,10206,huawei
1286,10166,huawei
1287,11010,huawei
1288,10118,huawei
1289,10152,huawei
1290,10153,huawei
1291,10112,huawei
1292,9996,huawei
1293,10100,huawei
1294,10098,
1295,10073,huawei
1296,10074,huawei
1297,10058,huawei
1298,10012,huawei
1299,9799,huawei
1300,9983,huawei
1301,9971,huawei
1302,9989,huawei
1303,9973,huawei
1304,9605,
1305,9956,huawei
1306,9922,huawei
1307,9933,huawei
1308,9905,huawei
1309,9887,huawei
1310,9880,huawei
1311,9885,huawei
1312,9881,huawei
1313,9886,huawei
1314,9888,huawei
1315,9765,huawei
1316,9830,huawei
1317,9803,huawei
1318,9748,huawei
1319,9823,huawei
1320,9747,huawei
1321,9746,huawei
1322,9728,huawei
1323,9727,huawei
1324,9742,huawei
1325,9703,huawei
1326,9694,huawei
1327,9705,huawei
1328,9635,huawei
1329,9530,huawei
1330,9545,huawei
1331,9627,huawei
1332,9675,huawei
1333,9645,huawei
1334,9644,huawei
1335,9643,huawei
1336,9668,huawei
1337,9576,huawei
1338,9620,huawei
1339,9625,huawei
1340,9531,huawei
1341,9500,huawei
1342,9501,huawei
1343,9481,huawei
1344,9409,huawei
1345,9466,huawei
1346,9401,huawei
1347,9395,huawei
1348,9368,huawei
1349,9369,huawei
1350,9343,huawei
1351,9367,huawei
1352,9412,huawei
1353,9351,huawei
1354,9324,huawei
1355,9284,huawei
1356,9272,huawei
1357,9632,huawei
1358,9267,huawei
1359,9199,huawei
1360,9209,huawei
1361,9196,huawei
1362,9502,huawei
1363,9162,huawei
1364,9141,huawei
1365,9106,huawei
1366,9107,huawei
1367,9098,huawei
1368,9188,huawei
1369,9114,huawei
1370,9265,huawei
1371,9112,huawei
1372,9080,huawei
1373,9091,huawei
1374,9092,huawei
1375,8961,huawei
1376,8943,huawei
1377,8899,huawei
1378,8854,huawei
1379,8877,huawei
1380,8910,huawei
1381,8857,huawei
1382,8833,huawei
1383,8632,huawei
1384,8715,huawei
1385,8636,huawei
1386,8637,huawei
1387,8703,huawei
1388,8672,huawei
1389,8663,huawei
1390,8578,huawei
1391,8635,huawei
1392,8687,huawei
1393,8695,huawei
1394,8640,huawei
1395,8686,huawei
1396,8594,huawei
1397,8585,huawei
1398,8515,huawei
1399,8514,huawei
1400,8598,huawei
1401,8516,huawei
1402,8458,huawei
1403,8396,huawei
1404,8415,huawei
1405,8073,huawei
1406,8411,huawei
1407,8402,huawei
1408,8315,huawei
1409,8312,huawei
1410,8284,huawei
1411,8303,huawei
1412,8302,huawei
1413,8301,huawei
1414,8285,huawei
1415,8138,huawei
1416,8084,huawei
1417,8037,huawei
1418,8036,huawei
1419,7983,huawei
1420,7745,huawei
1421,7972,huawei
1422,7854,huawei
1423,7687,huawei
1424,7793,huawei
1425,7239,huawei
1426,7744,huawei
1427,7647,huawei
1428,7588,huawei
1429,7533,huawei
1430,7440,huawei
1431,7513,huawei
1432,7309,huawei
1433,7829,huawei
1434,7206,huawei
1435,7279,huawei
1436,7201,huawei
1437,7200,huawei
1438,7006,huawei
1439,7187,huawei
1440,7075,huawei
1441,7076,huawei
1442,7077,huawei
1443,7049,huawei
1444,6943,
1445,6909,huawei
1446,6908,huawei
1447,6896,huawei
1448,6869,huawei
1449,7308,huawei
1450,6705,huawei
1451,7307,huawei
1452,6677,huawei
1453,6676,huawei
1454,6646,huawei
1455,6611,huawei
1456,6543,huawei
1457,6678,huawei
1458,6596,
1459,6499,huawei
1460,6493,huawei
1461,6375,huawei
1462,6124,huawei
1463,6332,huawei
1464,6290,huawei
1465,6278,huawei
1466,6169,huawei
1467,6168,huawei
1468,6136,huawei
1469,6137,huawei
1470,6129,huawei
1471,6103,huawei
1472,5981,huawei
1473,5979,huawei
1474,5949,huawei
1475,5936,huawei
1476,5921,huawei
1477,5840,huawei
1478,5910,huawei
1479,5485,huawei
1480,5739,huawei
1481,5779,huawei
1482,5633,huawei
1483,5699,huawei
1484,6893,huawei
1485,5632,huawei
1486,5698,huawei
1487,5539,huawei
1488,5467,huawei
1489,5386,huawei
1490,5382,huawei
1491,5365,huawei
1492,5267,huawei
1493,5257,huawei
1494,5327,huawei
1495,5648,huawei
1496,5439,huawei
1497,5065,huawei
1498,5237,huawei
1499,5164,huawei
1500,5250,huawei
1501,5141,huawei
1502,5112,huawei
1503,5507,huawei
1504,5077,huawei
1505,5068,huawei
1506,5022,huawei
1507,5020,huawei
1508,4963,huawei
1509,4966,huawei
1510,4882,huawei
1511,4839,huawei
1512,4838,huawei
1513,5383,huawei
1514,4594,huawei
1515,5003,
1516,4410,huawei
1517,4737,huawei
1518,5848,huawei
1519,5109,huawei
1520,4841,huawei
1521,4840,huawei
1522,4837,huawei
1523,5108,huawei
1524,4698,huawei
1525,4656,huawei
1526,4587,huawei
1527,5002,huawei
1528,4570,huawei
1529,4569,huawei
1530,4568,huawei
1531,4409,huawei
1532,4381,huawei
1533,4335,huawei
1534,4334,huawei
1535,4264,huawei
1536,4265,huawei
1537,4609,huawei
1538,4260,huawei
1539,4636,huawei
1540,4234,huawei
1541,4142,huawei
1542,4312,huawei
1543,4109,huawei
1544,4057,huawei
1545,4226,huawei
1546,4148,huawei
1547,4552,huawei
1548,4147,huawei
1549,4206,huawei
1550,4205,huawei
1551,4204,huawei
1552,4032,huawei
1553,3960,huawei
1554,3951,huawei
1555,3789,huawei
1556,3905,huawei
1557,3595,huawei
1558,3596,huawei
1559,3840,huawei
1560,3513,huawei
1561,3451,huawei
1562,3861,huawei
1563,3944,huawei
1564,3372,huawei
1565,3162,huawei
1566,3740,huawei
